Age,MP_x,PF,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,BPM,NumOfAwards,All-Star,AwardWinner,FirstTeam,SecondTeam,ThirdTeam,DefTeam1,DefTeam2,Next_Year_Salary,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG
24.0,37.7,2.2,0.562,5.0,28.0,2.3,1.1,9.2,29.8,2.0,1,0,0,0,0,0,0,0,37958760,0,0,1,0,0
31.0,19.1,1.1,0.462,6.0,24.3,0.9,0.0,20.9,19.9,-7.0,0,0,0,0,0,0,0,0,8109150,0,0,1,0,0
21.0,33.2,2.3,0.594,17.7,18.3,1.6,10.4,13.7,30.4,6.5,1,1,0,0,0,0,0,0,13376880,1,0,0,0,0
24.0,18.5,1.7,0.504,10.4,13.8,1.1,1.3,15.7,17.0,-2.8,0,0,0,0,0,0,0,0,2301587,0,0,0,0,1
24.0,20.2,1.8,0.661,7.4,16.5,1.5,2.1,13.8,12.9,0.7,0,0,0,0,0,0,0,0,2349578,0,0,1,0,0
23.0,30.0,2.2,0.66,21.9,8.3,1.0,7.4,15.0,13.7,1.8,0,0,0,0,0,0,0,0,4878938,1,0,0,0,0
25.0,25.9,2.9,0.544,16.0,11.5,1.5,2.2,11.9,16.0,-1.2,0,0,0,0,0,0,0,0,10850000,1,0,0,0,0
26.0,7.0,0.5,0.31,10.1,3.8,2.4,2.0,20.4,13.1,-8.1,0,0,0,0,0,0,0,0,2546675,1,0,0,0,0
20.0,26.8,2.0,0.572,16.6,7.2,0.9,4.8,12.4,14.3,-3.0,0,0,0,0,0,0,0,0,3353040,1,0,0,0,0
19.0,24.6,2.0,0.558,8.0,7.1,1.3,1.8,9.8,20.9,-3.5,1,0,0,0,0,0,0,0,13197720,0,0,0,1,0
27.0,15.3,2.1,0.605,15.6,15.6,1.4,2.6,15.1,17.1,0.0,0,0,0,0,0,0,0,0,18080496,0,1,0,0,0
22.0,21.5,2.8,0.624,20.5,6.1,1.2,5.5,15.3,16.4,-0.1,1,0,0,0,0,0,0,0,6045000,1,0,0,0,0
29.0,35.2,1.6,0.639,6.5,18.3,1.1,0.4,13.4,25.3,0.7,0,0,0,0,0,0,0,0,47499660,0,0,0,0,1
24.0,10.7,1.1,0.574,8.1,4.6,2.0,5.6,8.0,12.2,-1.3,0,0,0,0,0,0,0,0,8177778,0,1,0,0,0
24.0,28.6,2.7,0.6,13.6,36.6,2.1,3.0,12.8,34.7,7.0,0,0,0,0,0,0,0,0,39446090,0,1,0,0,0
